id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
1273:30751	1273	1273	30751							Prepend 1x to AS5769|<misc>Videotron
1273:39232	1273	1273	39232							Prepend 2x in <region>Asia
1273:30789	1273	1273	30789							Announce only to AS22773|<misc>Cox
1273:31412	1273	1273	31412							Prepend 2x to AS10745|<misc>ARIN (v6)
1273:32209	1273	1273	32209							Announce only to AS54113|<misc>Fastly
1273:31912	1273	1273	31912							Prepend 2x to AS6461|<misc>Zayo/Abovenet
1273:30660	1273	1273	30660							Do not announce to AS4323|<misc>TWTC
1273:39162	1273	1273	39162							Prepend 2x in <region>Africa
1273:31569	1273	1273	31569							Announce only to AS6939|<misc>Hurricane Electric
1273:30812	1273	1273	30812							Prepend 2x to AS10310|<misc>Yahoo
1273:31831	1273	1273	31831							Prepend 1x to AS31529|<misc>DENIC
1273:31313	1273	1273	31313							Prepend 3x to AS13030|<misc>Init7
1273:30701	1273	1273	30701							Prepend 1x to AS6327|<misc>Shaw Big Pipe
1273:30863	1273	1273	30863							Prepend 3x to AS8075|<misc>Microsoft
1273:31021	1273	1273	31021							Prepend 1x to AS13335|<misc>Cloudflare
1273:32071	1273	1273	32071							Prepend 1x to AS57976|<misc>Blizzard
1273:31880	1273	1273	31880							Do not announce to AS2686|<misc>AT&T EMEA
1273:31429	1273	1273	31429							Announce only to AS9264|<misc>ASnet (v6)
1273:39180	1273	1273	39180							Do not announce in <region>India
1273:31762	1273	1273	31762							Prepend 2x to AS6453|<misc>TATA/Teleglobe
1273:31111	1273	1273	31111							Prepend 1x to AS577|<misc>Bell Canada
1273:31710	1273	1273	31710							Do not announce to AS4766|<misc>Korea Telecom
1273:31522	1273	1273	31522							Prepend 2x to AS16509/AS38895|<misc>Amazon
1273:31781	1273	1273	31781							Prepend 1x to AS12956|<misc>Telefonica
1273:31900	1273	1273	31900							Do not announce to AS3320|<misc>DTAG
1273:30631	1273	1273	30631							Prepend 1x to AS23148|<misc>Verizon Cloud/Terremark
1273:31961	1273	1273	31961							Prepend 1x to AS1299|<misc>Telia
1273:31699	1273	1273	31699							Announce only to AS14340|<misc>Salesforce
1273:30802	1273	1273	30802							Prepend 2x to AS42|<misc>PCH
1273:30869	1273	1273	30869							Announce only to AS8075|<misc>Microsoft
1273:30750	1273	1273	30750							Do not announce to AS5769|<misc>Videotron
1273:31872	1273	1273	31872							Prepend 2x to AS3561/AS3908/AS3910|<misc>Centurylink/Savvis
1273:30663	1273	1273	30663							Prepend 3x to AS4323|<misc>TWTC
1273:31563	1273	1273	31563							Prepend 3x to AS6939|<misc>Hurricane Electric
1273:30722	1273	1273	30722							Prepend 2x to AS3333|<misc>RIPE NCC
1273:32090	1273	1273	32090							Do not announce to AS46489|<misc>Twitch
1273:30002	1273	1273	30002							Prepend 2x to no-customer
1273:30399	1273	1273	30399							Announce only to AS6128|<misc>Cablevision
1273:32239	1273	1273	32239							Announce only to AS16276|<misc>OVH
1273:31972	1273	1273	31972							Prepend 2x to AS3257|<misc>GTT/Tiscali/Tinet
1273:30209	1273	1273	30209							Announce only to AS32934|<misc>Facebook
1273:39183	1273	1273	39183							Prepend 3x in <region>India
1273:31891	1273	1273	31891							Prepend 1x to AS3356|<misc>Level3
1273:31642	1273	1273	31642							Prepend 2x to AS2914|<misc>NTT
1273:31029	1273	1273	31029							Announce only to AS13335|<misc>Cloudflare
1273:30540	1273	1273	30540							Do not announce to AS293|<misc>ESnet
1273:31869	1273	1273	31869							Announce only to AS33081/AS30132/AS27319/AS27318/AS23709/AS30128|<misc>ISC F-ROOT DNS
1273:39119	1273	1273	39119							Announce only in <region>North America
1273:30782	1273	1273	30782							Prepend 2x to AS22773|<misc>Cox
1273:39220	1273	1273	39220							Do not announce in <region>Europe
1273:31719	1273	1273	31719							Announce only to AS4766|<misc>Korea Telecom
1273:31903	1273	1273	31903							Prepend 3x to AS3320|<misc>DTAG
1273:30000	1273	1273	30000							Do not announce to no-customer
1273:31529	1273	1273	31529							Announce only to AS16509/AS38895|<misc>Amazon
1273:31530	1273	1273	31530							Do not announce to AS2906|<misc>Netflix
1273:32230	1273	1273	32230							Do not announce to AS16276|<misc>OVH
1273:30001	1273	1273	30001							Prepend 1x to no-customer
1273:32041	1273	1273	32041							Prepend 1x to AS13414|<misc>Twitter
1273:30792	1273	1273	30792							Prepend 2x to AS3856|<misc>PCH
1273:39172	1273	1273	39172							Prepend 2x in <region>Middle East
1273:31231	1273	1273	31231							Prepend 1x to AS30071|<misc>OCCAID2 (v6)
1273:31539	1273	1273	31539							Announce only to AS2906|<misc>Netflix
1273:31110	1273	1273	31110							Do not announce to AS577|<misc>Bell Canada
1273:32049	1273	1273	32049							Announce only to AS13414|<misc>Twitter
1273:30500	1273	1273	30500							Do not announce to AS4837|<misc>China Unicom
1273:39213	1273	1273	39213							Prepend 3x in <region>North America
1273:31312	1273	1273	31312							Prepend 2x to AS13030|<misc>Init7
1273:30260	1273	1273	30260							Do not announce to AS10026|<misc>Pacnet/Asia Netcom
1273:39159	1273	1273	39159							Announce only in <region>South America
1273:32093	1273	1273	32093							Prepend 3x to AS46489|<misc>Twitch
1273:32193	1273	1273	32193							Prepend 3x to AS5607|<misc>BSkyB
1273:39259	1273	1273	39259							Announce only in <region>South America
1273:39142	1273	1273	39142							Prepend 2x in <region>Australia
1273:30783	1273	1273	30783							Prepend 3x to AS22773|<misc>Cox
1273:30512	1273	1273	30512							Prepend 2x to AS4134|<misc>China Telecom
1273:31851	1273	1273	31851							Prepend 1x to AS8674|<misc>Netnod
1273:31981	1273	1273	31981							Prepend 1x to AS1257|<misc>Tele2/SWIPNET
1273:32061	1273	1273	32061							Prepend 1x to AS14907/AS43821|<misc>Wikimedia
1273:31273	1273	1273	31273							Prepend 3x to AS20144|<misc>L-ROOT DNS
1273:39160	1273	1273	39160							Do not announce in <region>Africa
1273:32019	1273	1273	32019							Announce only to AS1239|<misc>Sprint
1273:30813	1273	1273	30813							Prepend 3x to AS10310|<misc>Yahoo
1273:31613	1273	1273	31613							Prepend 3x to AS6762|<misc>Telecom Italia/Seabone
1273:31909	1273	1273	31909							Announce only to AS3320|<misc>DTAG
1273:32179	1273	1273	32179							Announce only to AS2603|<misc>Nordunet
1273:39173	1273	1273	39173							Prepend 3x in <region>Middle East
1273:31119	1273	1273	31119							Announce only to AS577|<misc>Bell Canada
1273:31500	1273	1273	31500							Do not announce to AS15169|<misc>Google
1273:30020	1273	1273	30020							Do not announce to Peers
1273:32199	1273	1273	32199							Announce only to AS5607|<misc>BSkyB
1273:30819	1273	1273	30819							Announce only to AS10310|<misc>Yahoo
1273:31319	1273	1273	31319							Announce only to AS13030|<misc>Init7
1273:30769	1273	1273	30769							Announce only to AS812|<misc>Rogers Cable
1273:39120	1273	1273	39120							Do not announce in <region>Europe
1273:31009	1273	1273	31009							Announce only to AS7342/AS26415/AS36618|<misc>Verisign
1273:31969	1273	1273	31969							Announce only to AS1299|<misc>Telia
1273:31952	1273	1273	31952							Prepend 2x to AS5511|<misc>Orange/France Telecom
1273:31321	1273	1273	31321							Prepend 1x to AS31459|<misc>BBC RD
1273:30661	1273	1273	30661							Prepend 1x to AS4323|<misc>TWTC
1273:39283	1273	1273	39283							Prepend 3x in <region>India
1273:32089	1273	1273	32089							Announce only to AS5580|<misc>Hibernia
1273:32129	1273	1273	32129							Announce only to AS701|<misc>Verizon
1273:32059	1273	1273	32059							Announce only to AS15133|<misc>Edgecast
1273:39230	1273	1273	39230							Do not announce in <region>Asia
1273:32171	1273	1273	32171							Prepend 1x to AS2603|<misc>Nordunet
1273:30240	1273	1273	30240							Do not announce to AS703|<misc>Verizon ASPAC
1273:31752	1273	1273	31752							Prepend 2x to AS4637|<misc>Telstra/Reach
1273:39273	1273	1273	39273							Prepend 3x in <region>Middle East
1273:31673	1273	1273	31673							Prepend 3x to AS6830|<misc>Liberty Global/UPC
1273:39123	1273	1273	39123							Prepend 3x in <region>Europe
1273:32063	1273	1273	32063							Prepend 3x to AS14907/AS43821|<misc>Wikimedia
1273:32030	1273	1273	32030							Do not announce to AS209|<misc>Centurylink/Qwest
1273:30029	1273	1273	30029							Announce to only Peers
1273:30720	1273	1273	30720							Do not announce to AS3333|<misc>RIPE NCC
1273:30810	1273	1273	30810							Do not announce to AS10310|<misc>Yahoo
1273:31993	1273	1273	31993							Prepend 3x to AS3549|<misc>Global Crossing
1273:31940	1273	1273	31940							Do not announce to AS3303|<misc>Swisscom
1273:39269	1273	1273	39269							Announce only in <region>Africa
1273:30862	1273	1273	30862							Prepend 2x to AS8075|<misc>Microsoft
1273:31681	1273	1273	31681							Prepend 1x to AS37271|<misc>Work Online
1273:32012	1273	1273	32012							Prepend 2x to AS1239|<misc>Sprint
1273:31543	1273	1273	31543							Prepend 3x to AS3491|<misc>PCCW/BtN
1273:31973	1273	1273	31973							Prepend 3x to AS3257|<misc>GTT/Tiscali/Tinet
1273:32072	1273	1273	32072							Prepend 2x to AS57976|<misc>Blizzard
1273:31310	1273	1273	31310							Do not announce to AS13030|<misc>Init7
1273:30511	1273	1273	30511							Prepend 1x to AS4134|<misc>China Telecom
1273:31700	1273	1273	31700							Do not announce to AS2516|<misc>KDDI
1273:31640	1273	1273	31640							Do not announce to AS2914|<misc>NTT
1273:30532	1273	1273	30532							Prepend 2x to AS2497|<misc>IIJ
1273:31730	1273	1273	31730							Do not announce to AS2818|<misc>BBC
1273:31422	1273	1273	31422							Prepend 2x to AS9264|<misc>ASnet (v6)
1273:30669	1273	1273	30669							Announce only to AS4323|<misc>TWTC
1273:31723	1273	1273	31723							Prepend 3x to AS5400|<misc>BT
1273:31982	1273	1273	31982							Prepend 2x to AS1257|<misc>Tele2/SWIPNET
1273:31751	1273	1273	31751							Prepend 1x to AS4637|<misc>Telstra/Reach
1273:31290	1273	1273	31290							Do not announce to AS25152|<misc>RIPE NCC DNS Services
1273:31423	1273	1273	31423							Prepend 3x to AS9264|<misc>ASnet (v6)
1273:39271	1273	1273	39271							Prepend 1x in <region>Middle East
1273:31949	1273	1273	31949							Announce only to AS3303|<misc>Swisscom
1273:30202	1273	1273	30202							Prepend 2x to AS32934|<misc>Facebook
1273:32029	1273	1273	32029							Announce only to AS2828|<misc>XO
1273:31643	1273	1273	31643							Prepend 3x to AS2914|<misc>NTT
1273:32052	1273	1273	32052							Prepend 2x to AS15133|<misc>Edgecast
1273:31630	1273	1273	31630							Do not announce to AS5459|<misc>LINX
1273:32022	1273	1273	32022							Prepend 2x to AS2828|<misc>XO
1273:31979	1273	1273	31979							Announce only to AS3257|<misc>GTT/Tiscali/Tinet
1273:31703	1273	1273	31703							Prepend 3x to AS2516|<misc>KDDI
1273:39212	1273	1273	39212							Prepend 2x in <region>North America
1273:30549	1273	1273	30549							Announce only to AS293|<misc>ESnet
1273:31680	1273	1273	31680							Do not announce to AS37271|<misc>Work Online
1273:31283	1273	1273	31283							Prepend 3x to AS7473|<misc>Singtel
1273:30682	1273	1273	30682							Prepend 2x to AS22822|<misc>Limelight Networks
1273:30753	1273	1273	30753							Prepend 3x to AS5769|<misc>Videotron
1273:31960	1273	1273	31960							Do not announce to AS1299|<misc>Telia
1273:31499	1273	1273	31499							Announce only to AS8218|<misc>Neo
1273:31020	1273	1273	31020							Do not announce to AS13335|<misc>Cloudflare
1273:31959	1273	1273	31959							Announce only to AS5511|<misc>Orange/France Telecom
1273:31899	1273	1273	31899							Announce only to AS3356|<misc>Level3
1273:32170	1273	1273	32170							Do not announce to AS2603|<misc>Nordunet
1273:31532	1273	1273	31532							Prepend 2x to AS2906|<misc>Netflix
1273:32201	1273	1273	32201							Prepend 1x to AS54113|<misc>Fastly
1273:39260	1273	1273	39260							Do not announce in <region>Africa
1273:32081	1273	1273	32081							Prepend 1x to AS5580|<misc>Hibernia
1273:30293	1273	1273	30293							Prepend 3x to AS15412|<misc>GCX/FLAG/Reliance
1273:39253	1273	1273	39253							Prepend 3x in <region>South America
1273:31509	1273	1273	31509							Announce only to AS15169|<misc>Google
1273:32062	1273	1273	32062							Prepend 2x to AS14907/AS43821|<misc>Wikimedia
1273:31491	1273	1273	31491							Prepend 1x to AS8218|<misc>Neo
1273:39112	1273	1273	39112							Prepend 2x in <region>North America
1273:31721	1273	1273	31721							Prepend 1x to AS5400|<misc>BT
1273:31403	1273	1273	31403							Prepend 3x to AS18366|<misc>APNIC (v6)
1273:30010	1273	1273	30010							Do not announce to providers
1273:30249	1273	1273	30249							Announce only to AS703|<misc>Verizon ASPAC
1273:30683	1273	1273	30683							Prepend 3x to AS22822|<misc>Limelight Networks
1273:30190	1273	1273	30190							Do not announce to AS2687|<misc>AT&T ASPAC
1273:39163	1273	1273	39163							Prepend 3x in <region>Africa
1273:31732	1273	1273	31732							Prepend 2x to AS2818|<misc>BBC
1273:31083	1273	1273	31083							Prepend 3x to AS41095|<misc>IPTP
1273:31222	1273	1273	31222							Prepend 2x to AS3292|<misc>TDC
1273:31199	1273	1273	31199							Announce only to AS7922|<misc>Comcast
1273:31221	1273	1273	31221							Prepend 1x to AS3292|<misc>TDC
1273:32122	1273	1273	32122							Prepend 2x to AS701|<misc>Verizon
1273:31432	1273	1273	31432							Prepend 2x to AS23911|<misc>CERNET (v6)
1273:31769	1273	1273	31769							Announce only to AS6453|<misc>TATA/Teleglobe
1273:31843	1273	1273	31843							Prepend 3x to AS21345/AS26282|<misc>Messagelabs
1273:30721	1273	1273	30721							Prepend 1x to AS3333|<misc>RIPE NCC
1273:31999	1273	1273	31999							Announce only to AS3549|<misc>Global Crossing
1273:31901	1273	1273	31901							Prepend 1x to AS3320|<misc>DTAG
1273:30299	1273	1273	30299							Announce only to AS15412|<misc>GCX/FLAG/Reliance
1273:32200	1273	1273	32200							Do not announce to AS54113|<misc>Fastly
1273:39129	1273	1273	39129							Announce only in <region>Europe
1273:32191	1273	1273	32191							Prepend 1x to AS5607|<misc>BSkyB
1273:39250	1273	1273	39250							Do not announce in <region>South America
1273:32103	1273	1273	32103							Prepend 3x to AS8283|<misc>Coloclue
1273:32050	1273	1273	32050							Do not announce to AS15133|<misc>Edgecast
1273:30543	1273	1273	30543							Prepend 3x to AS293|<misc>ESnet
1273:31209	1273	1273	31209							Announce only to AS7843|<misc>TWCable
1273:39181	1273	1273	39181							Prepend 1x in <region>India
1273:39223	1273	1273	39223							Prepend 3x in <region>Europe
1273:30801	1273	1273	30801							Prepend 1x to AS42|<misc>PCH
1273:31711	1273	1273	31711							Prepend 1x to AS4766|<misc>Korea Telecom
1273:31881	1273	1273	31881							Prepend 1x to AS2686|<misc>AT&T EMEA
1273:31239	1273	1273	31239							Announce only to AS30071|<misc>OCCAID2 (v6)
1273:30510	1273	1273	30510							Do not announce to AS4134|<misc>China Telecom
1273:30223	1273	1273	30223							Prepend 3x to AS297|<misc>NASA
1273:30729	1273	1273	30729							Announce only to AS3333|<misc>RIPE NCC
1273:32011	1273	1273	32011							Prepend 1x to AS1239|<misc>Sprint
1273:31413	1273	1273	31413							Prepend 3x to AS10745|<misc>ARIN (v6)
1273:31439	1273	1273	31439							Announce only to AS23911|<misc>CERNET (v6)
1273:31003	1273	1273	31003							Prepend 3x to AS7342/AS26415/AS36618|<misc>Verisign
1273:32113	1273	1273	32113							Prepend 3x to AS17676|<misc>Softbank
1273:31502	1273	1273	31502							Prepend 2x to AS15169|<misc>Google
1273:30392	1273	1273	30392							Prepend 2x to AS6128|<misc>Cablevision
1273:31849	1273	1273	31849							Announce only to AS21345/AS26282|<misc>Messagelabs
1273:31151	1273	1273	31151							Prepend 1x to AS12989/AS33438|<misc>Highwinds
1273:30629	1273	1273	30629							Announce only to AS32787|<misc>Akamai DDOS/Prolexic
1273:39122	1273	1273	39122							Prepend 2x in <region>Europe
1273:30702	1273	1273	30702							Prepend 2x to AS6327|<misc>Shaw Big Pipe
1273:31410	1273	1273	31410							Do not announce to AS10745|<misc>ARIN (v6)
1273:31421	1273	1273	31421							Prepend 1x to AS9264|<misc>ASnet (v6)
1273:31950	1273	1273	31950							Do not announce to AS5511|<misc>Orange/France Telecom
1273:30711	1273	1273	30711							Prepend 1x to AS2486|<misc>AFNIC
1273:31033	1273	1273	31033							Prepend 3x to AS33891|<misc>Core Backbone
1273:31980	1273	1273	31980							Do not announce to AS1257|<misc>Tele2/SWIPNET
1273:39242	1273	1273	39242							Prepend 2x in <region>Australia
1273:32070	1273	1273	32070							Do not announce to AS57976|<misc>Blizzard
1273:31272	1273	1273	31272							Prepend 2x to AS20144|<misc>L-ROOT DNS
1273:31293	1273	1273	31293							Prepend 3x to AS25152|<misc>RIPE NCC DNS Services
1273:32172	1273	1273	32172							Prepend 2x to AS2603|<misc>Nordunet
1273:31691	1273	1273	31691							Prepend 1x to AS14340|<misc>Salesforce
1273:31080	1273	1273	31080							Do not announce to AS41095|<misc>IPTP
1273:31223	1273	1273	31223							Prepend 3x to AS3292|<misc>TDC
1273:31790	1273	1273	31790							Do not announce to AS11164/AS11537|<misc>UCAID/Internet2 (v6)
1273:31501	1273	1273	31501							Prepend 1x to AS15169|<misc>Google
1273:30502	1273	1273	30502							Prepend 2x to AS4837|<misc>China Unicom
1273:31861	1273	1273	31861							Prepend 1x to AS33081/AS30132/AS27319/AS27318/AS23709/AS30128|<misc>ISC F-ROOT DNS
1273:31760	1273	1273	31760							Do not announce to AS6453|<misc>TATA/Teleglobe
1273:39110	1273	1273	39110							Do not announce in <region>North America
1273:39972	1273	1273	39972							Prepend 2x to AS1299|<misc>Telia
1273:31840	1273	1273	31840							Do not announce to AS21345/AS26282|<misc>Messagelabs
1273:32033	1273	1273	32033							Prepend 3x to AS209|<misc>Centurylink/Qwest
1273:31879	1273	1273	31879							Announce only to AS3561/AS3908/AS3910|<misc>Centurylink/Savvis
1273:30799	1273	1273	30799							Announce only to AS3856|<misc>PCH
1273:31749	1273	1273	31749							Announce only to AS286|<misc>KPN
1273:32173	1273	1273	32173							Prepend 3x to AS2603|<misc>Nordunet
1273:31153	1273	1273	31153							Prepend 3x to AS12989/AS33438|<misc>Highwinds
1273:31962	1273	1273	31962							Prepend 2x to AS1299|<misc>Telia
1273:31902	1273	1273	31902							Prepend 2x to AS3320|<misc>DTAG
1273:39153	1273	1273	39153							Prepend 3x in <region>South America
1273:30519	1273	1273	30519							Announce only to AS4134|<misc>China Telecom
1273:32092	1273	1273	32092							Prepend 2x to AS46489|<misc>Twitch
1273:30172	1273	1273	30172							Prepend 2x to AS4635|<misc>HKIX RS
1273:30150	1273	1273	30150							Do not announce to AS24115|<misc>Equinix RS
1273:31583	1273	1273	31583							Prepend 3x to AS174|<misc>Cogent
1273:32120	1273	1273	32120							Do not announce to AS701|<misc>Verizon
1273:30393	1273	1273	30393							Prepend 3x to AS6128|<misc>Cablevision
1273:31791	1273	1273	31791							Prepend 1x to AS11164/AS11537|<misc>UCAID/Internet2 (v6)
1273:31729	1273	1273	31729							Announce only to AS5400|<misc>BT
1273:31761	1273	1273	31761							Prepend 1x to AS6453|<misc>TATA/Teleglobe
1273:32051	1273	1273	32051							Prepend 1x to AS15133|<misc>Edgecast
1273:30261	1273	1273	30261							Prepend 1x to AS10026|<misc>Pacnet/Asia Netcom
1273:31672	1273	1273	31672							Prepend 2x to AS6830|<misc>Liberty Global/UPC
1273:30539	1273	1273	30539							Announce only to AS2497|<misc>IIJ
1273:31299	1273	1273	31299							Announce only to AS25152|<misc>RIPE NCC DNS Services
1273:31951	1273	1273	31951							Prepend 1x to AS5511|<misc>Orange/France Telecom
1273:39239	1273	1273	39239							Announce only in <region>Asia
1273:30542	1273	1273	30542							Prepend 2x to AS293|<misc>ESnet
1273:30689	1273	1273	30689							Announce only to AS22822|<misc>Limelight Networks
1273:30759	1273	1273	30759							Announce only to AS5769|<misc>Videotron
1273:31280	1273	1273	31280							Do not announce to AS7473|<misc>Singtel
1273:32040	1273	1273	32040							Do not announce to AS13414|<misc>Twitter
1273:31192	1273	1273	31192							Prepend 2x to AS7922|<misc>Comcast
1273:31860	1273	1273	31860							Do not announce to AS33081/AS30132/AS27319/AS27318/AS23709/AS30128|<misc>ISC F-ROOT DNS
1273:39149	1273	1273	39149							Announce only in <region>Australia
1273:39132	1273	1273	39132							Prepend 2x in <region>Asia
1273:30712	1273	1273	30712							Prepend 2x to AS2486|<misc>AFNIC
1273:39113	1273	1273	39113							Prepend 3x in <region>North America
1273:31159	1273	1273	31159							Announce only to AS12989/AS33438|<misc>Highwinds
1273:31953	1273	1273	31953							Prepend 3x to AS5511|<misc>Orange/France Telecom
1273:31992	1273	1273	31992							Prepend 2x to AS3549|<misc>Global Crossing
1273:39233	1273	1273	39233							Prepend 3x in <region>Asia
1273:32001	1273	1273	32001							Prepend 1x to AS702|<misc>Verizon EMEA
1273:30291	1273	1273	30291							Prepend 1x to AS15412|<misc>GCX/FLAG/Reliance
1273:31039	1273	1273	31039							Announce only to AS33891|<misc>Core Backbone
1273:30203	1273	1273	30203							Prepend 3x to AS32934|<misc>Facebook
1273:30719	1273	1273	30719							Announce only to AS2486|<misc>AFNIC
1273:32183	1273	1273	32183							Prepend 3x to AS19679|<misc>Dropbox
1273:31882	1273	1273	31882							Prepend 2x to AS2686|<misc>AT&T EMEA
1273:31720	1273	1273	31720							Do not announce to AS5400|<misc>BT
1273:31852	1273	1273	31852							Prepend 2x to AS8674|<misc>Netnod
1273:39279	1273	1273	39279							Announce only in <region>Middle East
1273:30811	1273	1273	30811							Prepend 1x to AS10310|<misc>Yahoo
1273:31081	1273	1273	31081							Prepend 1x to AS41095|<misc>IPTP
1273:32003	1273	1273	32003							Prepend 3x to AS702|<misc>Verizon EMEA
1273:31420	1273	1273	31420							Do not announce to AS9264|<misc>ASnet (v6)
1273:32083	1273	1273	32083							Prepend 3x to AS5580|<misc>Hibernia
1273:31632	1273	1273	31632							Prepend 2x to AS5459|<misc>LINX
1273:31983	1273	1273	31983							Prepend 3x to AS1257|<misc>Tele2/SWIPNET
1273:32102	1273	1273	32102							Prepend 2x to AS8283|<misc>Coloclue
1273:31250	1273	1273	31250							Do not announce to AS1668|<misc>ATDN/AOL
1273:30021	1273	1273	30021							Prepend 1x to Peers
1273:31291	1273	1273	31291							Prepend 1x to AS25152|<misc>RIPE NCC DNS Services
1273:31492	1273	1273	31492							Prepend 2x to AS8218|<misc>Neo
1273:31683	1273	1273	31683							Prepend 3x to AS37271|<misc>Work Online
1273:30713	1273	1273	30713							Prepend 3x to AS2486|<misc>AFNIC
1273:30192	1273	1273	30192							Prepend 2x to AS2687|<misc>AT&T ASPAC
1273:31782	1273	1273	31782							Prepend 2x to AS12956|<misc>Telefonica
1273:39182	1273	1273	39182							Prepend 2x in <region>India
1273:30262	1273	1273	30262							Prepend 2x to AS10026|<misc>Pacnet/Asia Netcom
1273:39280	1273	1273	39280							Do not announce in <region>India
1273:31191	1273	1273	31191							Prepend 1x to AS7922|<misc>Comcast
1273:31589	1273	1273	31589							Announce only to AS174|<misc>Cogent
1273:30621	1273	1273	30621							Prepend 1x to AS32787|<misc>Akamai DDOS/Prolexic
1273:31271	1273	1273	31271							Prepend 1x to AS20144|<misc>L-ROOT DNS
1273:30791	1273	1273	30791							Prepend 1x to AS3856|<misc>PCH
1273:32002	1273	1273	32002							Prepend 2x to AS702|<misc>Verizon EMEA
1273:31512	1273	1273	31512							Prepend 2x to AS20940|<misc>Akamai Technologies
1273:31220	1273	1273	31220							Do not announce to AS3292|<misc>TDC
1273:30153	1273	1273	30153							Prepend 3x to AS24115|<misc>Equinix RS
1273:30011	1273	1273	30011							Prepend 1x to providers
1273:31490	1273	1273	31490							Do not announce to AS8218|<misc>Neo
1273:31270	1273	1273	31270							Do not announce to AS20144|<misc>L-ROOT DNS
1273:39111	1273	1273	39111							Prepend 1x in <region>North America
1273:31503	1273	1273	31503							Prepend 3x to AS15169|<misc>Google
1273:32073	1273	1273	32073							Prepend 3x to AS57976|<misc>Blizzard
1273:31311	1273	1273	31311							Prepend 1x to AS13030|<misc>Init7
1273:30199	1273	1273	30199							Announce only to AS2687|<misc>AT&T ASPAC
1273:30513	1273	1273	30513							Prepend 3x to AS4134|<misc>China Telecom
1273:39169	1273	1273	39169							Announce only in <region>Africa
1273:39222	1273	1273	39222							Prepend 2x in <region>Europe
1273:30019	1273	1273	30019							Announce to only providers
1273:30503	1273	1273	30503							Prepend 3x to AS4837|<misc>China Unicom
1273:32109	1273	1273	32109							Announce only to AS8283|<misc>Coloclue
1273:30710	1273	1273	30710							Do not announce to AS2486|<misc>AFNIC
1273:30809	1273	1273	30809							Announce only to AS42|<misc>PCH
1273:39151	1273	1273	39151							Prepend 1x in <region>South America
1273:31689	1273	1273	31689							Announce only to AS37271|<misc>Work Online
1273:31873	1273	1273	31873							Prepend 3x to AS3561/AS3908/AS3910|<misc>Centurylink/Savvis
1273:31611	1273	1273	31611							Prepend 1x to AS6762|<misc>Telecom Italia/Seabone
1273:39249	1273	1273	39249							Announce only in <region>Australia
1273:31649	1273	1273	31649							Announce only to AS2914|<misc>NTT
1273:31971	1273	1273	31971							Prepend 1x to AS3257|<misc>GTT/Tiscali/Tinet
1273:31523	1273	1273	31523							Prepend 3x to AS16509/AS38895|<misc>Amazon
1273:32010	1273	1273	32010							Do not announce to AS1239|<misc>Sprint
1273:39139	1273	1273	39139							Announce only in <region>Asia
1273:30012	1273	1273	30012							Prepend 2x to providers
1273:30620	1273	1273	30620							Do not announce to AS32787|<misc>Akamai DDOS/Prolexic
1273:31113	1273	1273	31113							Prepend 3x to AS577|<misc>Bell Canada
1273:31419	1273	1273	31419							Announce only to AS10745|<misc>ARIN (v6)
1273:39240	1273	1273	39240							Do not announce in <region>Australia
1273:31722	1273	1273	31722							Prepend 2x to AS5400|<misc>BT
1273:30222	1273	1273	30222							Prepend 2x to AS297|<misc>NASA
1273:31789	1273	1273	31789							Announce only to AS12956|<misc>Telefonica
1273:30170	1273	1273	30170							Do not announce to AS4635|<misc>HKIX RS
1273:39973	1273	1273	39973							Prepend 3x to AS1299|<misc>Telia
1273:30860	1273	1273	30860							Do not announce to AS8075|<misc>Microsoft
1273:32043	1273	1273	32043							Prepend 3x to AS13414|<misc>Twitter
1273:30243	1273	1273	30243							Prepend 3x to AS703|<misc>Verizon ASPAC
1273:31511	1273	1273	31511							Prepend 1x to AS20940|<misc>Akamai Technologies
1273:30269	1273	1273	30269							Announce only to AS10026|<misc>Pacnet/Asia Netcom
1273:31251	1273	1273	31251							Prepend 1x to AS1668|<misc>ATDN/AOL
1273:31521	1273	1273	31521							Prepend 1x to AS16509/AS38895|<misc>Amazon
1273:31792	1273	1273	31792							Prepend 2x to AS11164/AS11537|<misc>UCAID/Internet2 (v6)
1273:39252	1273	1273	39252							Prepend 2x in <region>South America
1273:31963	1273	1273	31963							Prepend 3x to AS1299|<misc>Telia
1273:31203	1273	1273	31203							Prepend 3x to AS7843|<misc>TWCable
1273:32233	1273	1273	32233							Prepend 3x to AS16276|<misc>OVH
1273:39281	1273	1273	39281							Prepend 1x in <region>India
1273:30531	1273	1273	30531							Prepend 1x to AS2497|<misc>IIJ
1273:39219	1273	1273	39219							Announce only in <region>North America
1273:30723	1273	1273	30723							Prepend 3x to AS3333|<misc>RIPE NCC
1273:30022	1273	1273	30022							Prepend 2x to Peers
1273:30292	1273	1273	30292							Prepend 2x to AS15412|<misc>GCX/FLAG/Reliance
1273:32181	1273	1273	32181							Prepend 1x to AS19679|<misc>Dropbox
1273:39189	1273	1273	39189							Announce only in <region>India
1273:31202	1273	1273	31202							Prepend 2x to AS7843|<misc>TWCable
1273:30700	1273	1273	30700							Do not announce to AS6327|<misc>Shaw Big Pipe
1273:31989	1273	1273	31989							Announce only to AS1257|<misc>Tele2/SWIPNET
1273:39179	1273	1273	39179							Announce only in <region>Middle East
